iter	MAE
170	327.1290992
171	326.6105909
172	326.3028206
173	325.9731907
174	325.8578238
175	325.7621172
176	325.5577868
177	325.4189703
178	325.2824654
179	325.0830028
180	325.009418
181	324.8782345
182	324.3761539
183	324.11112
184	324.0057046
185	323.8718111
186	323.5298444
187	323.2725568
188	323.2300624
189	322.8717917
190	322.7914984
191	322.5687733
192	322.2112779
193	322.1349929
194	321.9008544
195	321.7661542
196	321.617688
197	321.5122516
198	321.2234392
199	321.1014995
200	320.9450192
201	320.805601
202	320.6386582
203	320.5449115
204	320.1281241
205	319.9680403
206	319.8495103
207	319.7288118
208	319.3838556
209	319.0959239
210	318.9138295
211	318.8076659
212	318.5881009
213	318.4749719
214	318.2289739
215	317.7881614
216	317.4726638
217	317.2293761
218	317.164006
219	317.0147694
220	316.823368
221	316.6445019
222	316.27877
223	316.1945164
224	315.7137522
225	315.5432038
226	315.4756389
227	315.3495818
228	315.2654184
229	315.0862181
230	314.9709697
231	314.8737944
232	314.7672599
233	314.534927
234	314.272018
235	314.0714148
236	313.9638125
237	313.5732318
238	313.4997023
239	313.3968712
240	313.1401374
241	312.8154949
242	312.6347892
243	312.5396477
244	312.2058387
245	311.9983448
246	311.7851216
247	311.5575197
248	311.4555219
249	311.3254827
250	311.2011957
251	311.0638556
252	310.8860836
253	310.5488437
254	309.9095473
255	309.7431758
256	309.5929657
257	309.5402592
258	309.376261
259	309.1707521
260	308.852965
261	308.707091
262	308.6261388
263	308.5678245
264	308.4388055
265	308.0556642
266	307.9756438
267	307.8374527
268	307.7626406
269	307.5958155
270	307.2349886
271	306.5893712
272	306.3795475
273	305.6647347
274	305.4579867
275	305.3907103
276	305.3178653
277	305.1481204
278	305.0496883
279	304.8130415
280	304.4403268
281	303.9641523
282	303.7328738
283	303.6493353
284	303.5677696
285	303.4509542
286	303.2706995
287	303.1659424
288	303.0622256
289	302.6926506
290	302.6175261
291	302.4961439
292	302.2756861
293	302.201866
294	302.0582783
295	301.8480013
296	301.7884113
297	301.4833787
298	301.0258384
299	300.9408484
300	300.878102
301	300.8223549
302	300.5354986
303	300.4703145
304	300.2481843
305	300.1137329
306	300.0614308
307	300.0088757
308	299.8079671
309	299.5981488
310	299.3573035
311	299.230384
312	299.039681
313	298.5137951
314	298.4355543
315	297.9124714
316	297.7327975
317	297.1133616
318	296.7905849
319	296.5959328
320	296.5170497
321	296.0174909
322	295.865358
323	295.7187241
324	295.4920404
325	295.136207
326	295.0446738
327	294.8607624
328	294.6657888
329	294.3942999
330	294.1843746
331	294.0313385
332	293.8804346
333	293.6869938
334	293.5995395
335	293.531298
336	293.197799
337	293.0202716
338	292.879481
339	292.6865286
340	292.5800653
341	292.2666462
342	292.0961509
343	291.8243863
344	291.738089
345	291.3325683
346	291.2265141
347	291.0672893
348	290.9213634
349	290.7631549
350	290.6218782
351	290.4291125
352	290.0330602
353	289.8821558
354	289.7683358
355	289.6239039
356	289.4923755
357	289.3388606
358	289.2308448
359	289.1603604
360	288.9606658
361	288.8698237
362	288.7424286
363	288.2865633
364	287.935946
365	287.8827174
366	287.7912142
367	287.6763859
368	287.0659653
369	286.9636121
370	286.6584586
371	286.4545675
372	286.3173722
373	286.060891
374	285.9565122
375	285.8369009
376	285.7274511
377	285.6534218
378	285.5328171
379	285.2194136
380	285.0772982
381	284.7856498
382	284.5613746
383	284.3976425
384	284.360381
385	284.306104
386	284.2189154
387	284.1025878
388	284.0498688
389	283.8750382
390	283.7124202
391	283.580696
392	283.4470479
393	283.2282823
394	282.9987306
395	282.9029278
396	282.7799377
397	282.7517949
398	282.2867224
399	282.0615353
400	281.8109323
401	281.7163097
402	281.6362404
403	281.3794909
404	280.9525343
405	280.6808547
406	280.6146629
407	280.5087218
408	279.9743578
409	279.9197107
410	279.8331933
411	279.5285885
412	279.3962465
413	279.236936
414	279.0891008
415	278.9902766
416	278.8777586
417	278.6633106
418	278.4868664
419	278.3961691
420	278.2769745
421	278.2019877
422	278.1552182
423	278.0400997
424	277.7006363
425	277.501324
426	277.0373154
427	276.8219645
428	276.7437463
429	276.5477852
430	276.5037527
431	276.1086767
432	275.4790968
433	275.3503671
434	275.2373316
435	275.0703426
436	274.6828054
437	274.6179196
438	274.5214616
439	274.3157819
440	274.2021243
441	274.0921795
442	273.9136853
443	273.6657586
444	273.4488127
445	273.3535128
446	273.2991411
447	273.2186285
448	272.9978156
449	272.882431
450	272.4217413
451	272.3235765
452	272.2431755
453	272.1831271
454	272.0938047
455	271.9538553
456	271.7595188
457	271.7209479
458	271.6272112
459	271.4651977
460	271.1768181
461	270.8428564
462	270.7222416
463	270.3916751
464	270.2434928
465	270.1139991
466	269.9263285
467	269.6873203
468	269.630084
469	269.5360582
470	269.1855879
471	269.081576
472	268.8902746
473	268.7217418
474	268.6369759
475	268.4618158
476	268.4110435
477	268.3494736
478	268.244628
479	268.0588576
480	267.7491055
481	267.2710597
482	267.1653404
483	267.0135921
484	266.6663912
485	266.4765215
486	266.1413656
487	265.7882437
488	265.7122655
489	265.5603143
490	265.4457536
491	264.9310783
492	264.8360257
493	264.389913
494	264.2849342
495	264.2078935
496	264.0359481
497	263.8577398
498	263.7904273
499	263.6929184
500	263.3903994
501	263.1449446
502	262.9291338
503	262.6586533
504	262.5621336
505	262.3256958
506	262.2960497
507	262.156845
508	262.131425
509	261.9661739
510	261.8063333
511	261.4952079
512	261.3212708
513	261.2003185
514	260.9934224
515	260.8532971
516	260.6784351
517	260.4384492
518	260.3287122
519	259.7521466
520	259.6836889
521	259.460543
522	259.3356695
523	259.1393767
524	259.0872455
525	258.9925827
526	258.8482713
527	258.7548363
528	258.6980557
529	258.6263547
530	258.4725037
531	258.4208382
532	258.0155507
533	257.9222224
534	257.7240366
535	257.6494274
536	257.5299989
537	257.2694136
538	257.1945642
539	257.1439159
540	256.8772295
541	256.4124464
542	256.3615613
543	256.2209261
544	255.9746224
545	255.8771711
546	255.8239851
547	255.5330088
548	255.3109403
549	255.2155796
550	255.1533339
551	254.978932
552	254.8073942
553	254.7655744
554	254.4313824
555	254.3671811
556	254.2449745
557	254.137662
558	253.6033004
559	253.4153871
560	253.3492068
561	253.1480588
562	253.0597719
563	252.8189781
564	252.6535486
565	252.5302553
566	252.3919928
567	252.2619664
568	252.1200964
569	252.0548648
570	251.9136251
571	251.7774023
572	251.4820487
573	251.2142283
574	250.9805461
575	250.7297778
576	250.5691353
577	250.3427344
578	250.0231592
579	249.9012966
580	249.6195248
581	249.5422655
582	249.4259617
583	248.8965791
584	248.8280182
585	248.752288
586	248.5403936
587	248.5123141
588	248.3035168
589	248.1125218
590	247.9870078
591	247.5376916
592	247.4103413
593	247.2606915
594	247.1307011
595	246.8691225
596	246.800153
597	246.7445657
598	246.6626808
599	246.5168087
600	246.4965531
601	246.2362278
602	246.2052279
603	246.1058186
604	245.8327784
605	245.5429786
606	245.4124406
607	245.3702269
608	245.2297485
609	245.1333665
610	245.0244949
611	244.9935189
612	244.9578558
613	244.6187605
614	244.5704777
615	244.4697523
616	244.1672529
617	244.1145989
618	244.0318521
619	243.9802635
620	243.8978947
621	243.880734
622	243.7356364
623	243.6942828
624	243.6025306
625	243.4713883
626	243.3840585
627	243.0093307
628	242.9247326
629	242.8661945
630	242.5436613
631	242.4397472
632	242.3667548
633	242.010398
634	241.9265329
635	241.7384242
636	241.6290715
637	241.5932626
638	241.549356
639	241.2329681
640	241.1450336
641	241.1105118
642	241.0784282
643	240.9049066
644	240.776814
645	240.6567987
646	240.5566255
647	240.541123
648	240.4565647
649	240.4073176
650	240.2300844
651	240.1369809
652	239.7835414
653	239.6743889
654	239.4312255
655	239.1006432
656	239.0584352
657	238.9958436
658	238.9250493
659	238.7739858
660	238.5331346
661	238.4396324
662	237.911226
663	237.8452177
664	237.7694657
665	237.7037129
666	237.5476963
667	237.4988928
668	237.4595627
669	237.1757537
670	237.0625475
671	237.0081369
672	236.8703239
673	236.7640041
674	236.3672009
675	236.2218484
676	236.1438131
677	235.7254586
678	235.614151
679	235.5005042
680	235.3278654
681	234.9595273
682	234.9086811
683	234.6643804
684	234.6081363
685	234.5284898
686	234.4518955
687	234.096179
688	233.4856874
689	233.1823496
690	232.9955771
691	232.75941
692	232.6983111
693	232.3221968
694	232.20376
695	232.0930064
696	231.9968687
697	231.9469542
698	231.9016828
699	231.8739123
700	231.8033529
701	231.623597
702	231.4769362
703	231.3017072
704	231.1602222
705	230.9020292
706	230.7273617
707	230.6963345
708	230.633604
709	230.5589784
710	230.4289314
711	230.318493
712	230.2046802
713	230.1809613
714	230.055774
715	229.9517539
716	229.8943847
717	229.7473793
718	229.6249908
719	229.4988984
720	229.1294852
721	229.0234295
722	228.9066802
723	228.80157
724	228.455215
725	228.412174
726	228.1503895
727	227.9941125
728	227.751268
729	227.597867
730	227.5097184
731	227.4881131
732	227.4156171
733	227.2896775
734	227.2364267
735	227.1465856
736	227.0663734
737	227.0306155
738	226.9659323
739	226.8197298
740	226.7115484
741	226.5922272
742	226.3441525
743	226.2065709
744	225.9198052
745	225.8684468
746	225.7894288
747	225.7126237
748	225.6024943
749	225.4410506
750	225.3167059
751	225.2244251
752	225.0603452
753	225.020698
754	224.8834624
755	224.7107129
756	224.5690198
757	224.3686598
758	224.2152834
759	224.1133275
760	224.0707517
761	223.9866474
762	223.8934796
763	223.6497332
764	223.4603566
765	223.3072972
766	222.9926631
767	222.7397279
768	222.5611996
769	222.4114258
770	222.2420467
771	222.1154166
772	222.0138095
773	221.7616998
774	221.7341668
775	221.4607049
776	221.3929893
777	221.3284294
778	221.2592905
779	221.1814273
780	220.9820781
781	220.9083026
782	220.5404739
783	220.3053177
784	219.8786773
785	219.7186129
786	219.5124634
787	219.4431634
788	219.3727894
789	219.2594962
790	219.0040586
791	218.7122688
792	218.5689245
793	218.5103216
794	218.1662978
795	218.1237414
796	218.0334219
797	217.9271506
798	217.8544584
799	217.7051239
800	217.5035448
801	217.384102
802	217.1461079
803	216.9412021
804	216.8555644
805	216.695733
806	216.5446184
807	216.444414
808	216.2653217
809	216.2281043
810	216.1540842
811	215.8672809
812	215.72563
813	215.5476025
814	215.3375905
815	215.2527015
816	215.0518127
817	214.969721
818	214.8789705
819	214.7341666
820	214.6832913
821	214.5512283
822	214.3878084
823	214.2854628
824	214.2426915
825	214.0016092
826	213.8501232
827	213.7757105
828	213.6015666
829	213.5007579
830	213.4510889
831	213.3868971
832	213.3091726
833	213.0556574
834	212.9607455
835	212.8867218
836	212.8262348
837	212.76446
838	212.6985144
839	212.4986914
840	212.3743829
841	212.3422562
842	212.240098
843	212.1725723
844	212.1466756
845	211.9987207
846	211.9040405
847	211.6910294
848	211.6389366
849	211.3215227
850	211.2678378
851	211.1165733
852	211.0835442
853	210.7764133
854	210.6638506
855	210.6133621
856	210.4219134
857	210.3690581
858	210.1144997
859	210.0742572
860	209.9768342
861	209.8037205
862	209.5588194
863	209.3951672
864	209.1946051
865	208.8280019
866	208.7173558
867	208.5927115
868	208.4495396
869	208.2172037
870	208.0455683
871	207.9013979
872	207.7900762
873	207.5747877
874	207.2389328
875	206.9831067
876	206.6881697
877	206.622284
878	206.3106054
879	206.2250757
880	205.9618069
881	205.4557484
882	205.3595625
883	205.2776729
884	205.1338081
885	204.9995162
886	204.9067098
887	204.8796194
888	204.6080106
889	204.4565191
890	204.4362236
891	204.2894225
892	204.211182
893	204.1617078
894	204.0935918
895	204.017879
896	203.785901
897	203.7375187
898	203.4238103
899	203.3729669
900	203.2842515
901	203.2267116
902	203.0950888
903	203.0444735
904	202.9330431
905	202.8210771
906	202.5793005
907	202.4068579
908	202.3054034
909	202.2056185
910	201.9525568
911	201.777085
912	201.6312172
913	201.4199335
914	201.2584846
915	201.0338334
916	200.9023793
917	200.6820364
918	200.5761374
919	200.4124883
920	200.3103165
921	200.1693091
922	200.007581
923	199.9358594
924	199.8645116
925	199.6969021
926	199.491559
927	199.2881395
928	199.2536275
929	199.1759682
930	198.976046
931	198.7181312
932	198.6087521
933	198.4496019
934	198.4220322
935	198.3888708
936	198.2621318
937	198.14794
938	198.0119647
939	197.8280937
940	197.6145335
941	197.5160552
942	197.4251317
943	197.3114175
944	197.2121668
945	197.1978078
946	197.114796
947	197.02544
948	196.9118405
949	196.7792579
950	196.6985725
951	196.5310713
952	196.5047803
953	196.4393731
954	196.2516992
955	196.1822564
956	196.0994007
957	195.967339
958	195.7017719
959	195.4294861
960	195.259199
961	194.9975899
962	194.8177641
963	194.4109558
964	194.3096427
965	194.1449475
966	194.128998
967	193.8679446
968	193.8133995
969	193.6481491
970	193.6068165
971	193.5147252
972	193.386781
973	193.2491712
974	193.1559586
975	193.0788459
976	192.9821161
977	192.9482015
978	192.8937997
979	192.7416304
980	192.6664751
981	192.6112921
982	192.5825294
983	192.5283922
984	192.2881388
985	192.2405473
986	192.1737042
987	191.8964065
988	191.806403
989	191.7721154
990	191.58663
991	191.5388039
992	191.3871966
993	191.3508931
994	191.2533282
995	191.2191977
996	191.1364209
997	190.9299333
998	190.8059904
999	190.7134573
1000	190.6737885
1001	190.5390625
1002	190.4567674
1003	190.3970233
1004	190.3202023
1005	190.2515572
1006	190.1573665
1007	190.0361365
1008	189.8994572
1009	189.7961884
1010	189.7550078
1011	189.7166029
1012	189.6010691
1013	189.3729319
1014	189.3156948
1015	189.1700378
1016	189.1173896
1017	188.9790135
1018	188.9625761
1019	188.8863706
1020	188.8110306
1021	188.7298397
1022	188.5631705
1023	188.3895812
1024	188.1987055
1025	188.1339727
1026	188.0587645
1027	188.0038511
1028	187.951597
1029	187.9171331
1030	187.7499309
1031	187.6952364
1032	187.6905359
1033	187.6259254
1034	187.5839373
1035	187.465474
1036	187.3811218
1037	187.3372397
1038	186.8531767
1039	186.6811638
1040	186.6248085
1041	186.5517233
1042	186.5307634
1043	186.3292636
1044	186.0702256
1045	186.0454329
1046	185.9979243
1047	185.9160557
1048	185.7855097
1049	185.5915245
1050	185.4648024
1051	185.3976641
1052	185.337968
1053	185.2789621
1054	185.2424202
1055	185.1353352
1056	185.094175
1057	185.0368839
1058	184.9985833
1059	184.9646463
1060	184.8137139
1061	184.631816
1062	184.5594425
1063	184.4553821
1064	184.3630994
1065	184.3293948
1066	184.3123467
1067	184.218652
1068	184.1591814
1069	184.0698002
1070	184.0042256
1071	183.946605
1072	183.9107321
1073	183.8849472
1074	183.8627048
1075	183.8236378
1076	183.7932909
1077	183.7568786
1078	183.6967613
1079	183.5981926
1080	183.4936586
1081	183.43862
1082	183.3988123
1083	183.3218613
1084	183.1884589
1085	183.0926584
1086	183.0457072
1087	182.936401
1088	182.8487564
1089	182.8110815
1090	182.7824978
1091	182.7262323
1092	182.5614358
1093	182.3557103
1094	182.326658
1095	182.300973
1096	182.2681294
1097	182.1270763
1098	182.0323409
1099	181.9476174
1100	181.9249704
1101	181.8733992
1102	181.8637991
1103	181.8525876
1104	181.7669848
1105	181.630081
1106	181.5560474
1107	181.5224181
1108	181.2486017
1109	181.1858738
1110	181.1287871
1111	181.0518604
1112	180.9602837
1113	180.8883325
1114	180.7360256
1115	180.6789134
1116	180.6250985
1117	180.4912868
1118	180.426453
1119	180.3857846
1120	180.3549182
1121	180.2930462
1122	180.263827
1123	180.1764928
1124	179.9726901
1125	179.9557259
1126	179.9297109
1127	179.8580061
1128	179.8041868
1129	179.6382178
1130	179.6130416
1131	179.5054204
1132	179.3705164
1133	179.3398716
1134	179.2931192
1135	179.1872589
1136	179.1759416
1137	179.1281284
1138	179.0770393
1139	178.9355201
1140	178.8924359
1141	178.7684174
1142	178.6784157
1143	178.5906014
1144	178.5138476
1145	178.4764302
1146	178.3984509
1147	178.3121691
1148	178.1984187
1149	178.1592009
1150	178.1210525
1151	178.0343961
1152	177.9917553
1153	177.8931054
1154	177.8501575
1155	177.6983673
1156	177.6053754
1157	177.5216053
1158	177.4842217
1159	177.4729744
1160	177.437169
1161	177.3925502
1162	177.3813381
1163	177.3613887
1164	177.3056064
1165	177.2489314
1166	177.2334216
1167	177.1498414
1168	177.0785679
1169	177.0438872
1170	176.8878326
1171	176.6601307
1172	176.4418963
1173	176.3763106
1174	176.3000336
1175	176.1819508
1176	176.0486169
1177	175.9104057
1178	175.85002
1179	175.8386149
1180	175.7899683
1181	175.7713031
1182	175.6835735
1183	175.6745793
1184	175.6008109
1185	175.4723279
1186	175.4207859
1187	175.2649224
1188	175.1929894
1189	175.16303
1190	175.0673165
1191	174.955704
1192	174.9389487
1193	174.8739307
1194	174.7382713
1195	174.7036905
1196	174.5614077
1197	174.4691376
1198	174.439484
1199	174.3722405
1200	174.3532699
1201	174.2255667
1202	174.0732199
1203	173.9629911
1204	173.9520486
1205	173.8617102
1206	173.7743395
1207	173.7321566
1208	173.6377571
1209	173.5644428
1210	173.525298
1211	173.5094256
1212	173.3196937
1213	173.0899829
1214	172.9803855
1215	172.9565756
1216	172.9247428
1217	172.675048
1218	172.5379411
1219	172.5030655
1220	172.4798071
1221	172.4638469
1222	172.406625
1223	172.3975689
1224	172.3522232
1225	172.2792038
1226	172.2260048
1227	172.0793412
1228	171.9484493
1229	171.9047392
1230	171.8901054
1231	171.7772284
1232	171.6777031
1233	171.6486543
1234	171.5489031
1235	171.5006049
1236	171.426237
1237	171.2972888
1238	171.2918941
1239	171.2712952
1240	171.2369868
1241	171.1566101
1242	171.0407961
1243	170.9738274
1244	170.9353088
1245	170.8858015
1246	170.793752
1247	170.7285236
1248	170.4952968
1249	170.4427231
1250	170.3978576
1251	170.3080699
1252	170.2444142
1253	170.1798621
1254	170.0002362
1255	169.9347361
1256	169.885594
1257	169.6861392
1258	169.5761052
1259	169.5550899
1260	169.5274561
1261	169.2705783
1262	169.2563571
1263	169.1203269
1264	169.0943084
1265	169.0410327
1266	168.9017956
1267	168.7202225
1268	168.7053437
1269	168.6903389
1270	168.6742515
1271	168.5880678
1272	168.4972284
1273	168.449726
1274	168.4202159
1275	168.3739461
1276	168.2554341
1277	168.1017866
1278	168.0352164
1279	167.9946057
1280	167.9626034
1281	167.9121777
1282	167.8710716
1283	167.7682251
1284	167.7121068
1285	167.6423534
1286	167.6305488
1287	167.5524024
1288	167.5451842
1289	167.429069
1290	167.2882006
1291	167.2385104
1292	167.2123207
1293	167.148288
1294	167.1424594
1295	167.1323193
1296	167.1200547
1297	167.1018683
1298	167.0539981
1299	167.0346755
1300	166.9249051
1301	166.8964911
1302	166.8451956
1303	166.778103
1304	166.5304102
1305	166.5067018
1306	166.4609628
1307	166.4210644
1308	166.2653118
1309	166.2242147
1310	166.214251
1311	166.0302074
1312	165.9706146
1313	165.948501
1314	165.823195
1315	165.6633115
1316	165.5371299
1317	165.5324705
1318	165.4696364
1319	165.374199
1320	165.363853
1321	165.3413214
1322	165.2672666
1323	165.127827
1324	165.0574421
1325	164.961247
1326	164.8375318
1327	164.7967126
1328	164.6656949
1329	164.6406887
1330	164.5912809
1331	164.5581586
1332	164.5297906
1333	164.4918332
1334	164.4292501
1335	164.2534263
1336	164.1816522
1337	164.1596313
1338	164.1266446
1339	163.9072363
1340	163.7304078
1341	163.6808571
1342	163.6424019
1343	163.5463056
1344	163.5347795
1345	163.5103455
1346	163.4433648
1347	163.2222299
1348	163.1748062
1349	163.072408
1350	163.0347676
1351	162.9937444
1352	162.9661914
1353	162.8823049
1354	162.8486464
1355	162.7881971
1356	162.7189212
1357	162.5991857
1358	162.5460231
1359	162.4125218
1360	162.3718276
1361	162.3114037
1362	162.2245751
1363	162.1638797
1364	162.0140372
1365	162.0015253
1366	161.9133749
1367	161.90235
1368	161.7847015
1369	161.7460318
1370	161.6946684
1371	161.6870671
1372	161.6775259
1373	161.4832661
1374	161.4127795
1375	161.3735852
1376	161.2497435
1377	161.1417107
1378	161.1166829
1379	161.0787659
1380	161.0200098
1381	160.981111
1382	160.9486516
1383	160.9213011
1384	160.866982
1385	160.8493312
1386	160.7895848
1387	160.7686787
1388	160.7282703
1389	160.7138591
1390	160.6895579
1391	160.6618789
1392	160.5970351
1393	160.5828718
1394	160.5226904
1395	160.4164384
1396	160.4040819
1397	160.3907803
1398	160.3658267
1399	160.3094463
1400	160.3087673
1401	160.2371789
1402	160.1825173
1403	160.1675083
1404	160.0430234
1405	160.0320001
1406	159.9974882
1407	159.9639068
1408	159.9617307
1409	159.9445282
1410	159.8112981
1411	159.6944428
1412	159.6607914
1413	159.623703
1414	159.49889
1415	159.4661964
1416	159.4575933
1417	159.4253272
1418	159.3287726
1419	159.2925097
1420	159.2716607
1421	159.2386502
1422	159.196085
1423	159.0524745
1424	159.0179286
1425	158.9767921
1426	158.9146184
1427	158.8825633
1428	158.8511093
1429	158.8334455
1430	158.8135971
1431	158.7705036
1432	158.7459076
1433	158.688253
1434	158.6380677
1435	158.6144844
1436	158.5565165
1437	158.5263607
1438	158.4753648
1439	158.4380391
1440	158.4198633
1441	158.2958406
1442	158.2569612
1443	158.222614
1444	158.1803898
1445	158.1673905
1446	158.0853285
1447	158.0546627
1448	158.0098058
1449	157.8907919
1450	157.8411611
1451	157.8036459
1452	157.7646627
1453	157.66689
1454	157.5971737
1455	157.5765787
1456	157.4957739
1457	157.295182
1458	157.2828524
1459	157.273224
1460	157.2269574
1461	157.1845863
1462	157.130555
1463	157.1184076
1464	157.08724
1465	157.0016819
1466	156.9695631
1467	156.9066814
1468	156.861956
1469	156.824732
1470	156.8133727
1471	156.7827589
1472	156.6829814
1473	156.6224345
1474	156.600208
1475	156.5682558
1476	156.4718346
1477	156.4012368
1478	156.3390413
1479	156.275294
1480	156.2240459
1481	156.1601322
1482	156.098176
1483	156.0788156
1484	156.0647642
1485	156.0538955
1486	156.0474851
1487	156.0249993
1488	155.9919952
1489	155.9757096
1490	155.8575615
1491	155.8441973
1492	155.8221735
1493	155.7458304
1494	155.7287959
1495	155.7074712
1496	155.6674949
1497	155.6509785
1498	155.6168666
1499	155.593817
1500	155.4983065
1501	155.4665128
1502	155.4205878
1503	155.3736045
1504	155.3602958
1505	155.2650228
1506	155.239929
1507	155.1625244
1508	155.0581855
1509	154.9740046
1510	154.9061294
1511	154.7805692
1512	154.728534
1513	154.690488
1514	154.5860771
1515	154.5474869
1516	154.5260646
1517	154.5130457
1518	154.3930887
1519	154.2530499
1520	154.2183966
1521	154.2061741
1522	154.1778915
1523	154.1318274
1524	154.1121781
1525	154.0603299
1526	154.0460031
1527	154.0178079
1528	153.9961072
1529	153.986161
1530	153.9656583
1531	153.9258616
1532	153.8949269
1533	153.8309286
1534	153.7993444
1535	153.7857506
1536	153.7123361
1537	153.6411351
1538	153.5675291
1539	153.544562
1540	153.5174585
1541	153.4994989
1542	153.4957577
1543	153.4579399
1544	153.3961354
1545	153.3898503
1546	153.3509266
1547	153.3112029
1548	153.2918058
1549	153.268094
1550	153.2512267
1551	153.1908914
1552	153.171963
1553	153.110612
1554	153.0847909
1555	153.0222814
1556	152.9353788
1557	152.8839762
1558	152.8649071
1559	152.8479176
1560	152.7841135
1561	152.7753264
1562	152.7720366
1563	152.7332417
1564	152.6727274
1565	152.6490986
1566	152.6368137
1567	152.5918595
1568	152.5722961
1569	152.5272074
1570	152.4811559
1571	152.445589
1572	152.4272309
1573	152.3435132
1574	152.2865494
1575	152.2604937
1576	152.2380103
1577	152.227726
1578	152.2081257
1579	152.1250926
1580	152.0751452
1581	151.9910492
1582	151.9822118
1583	151.9483956
1584	151.8805997
1585	151.8568923
1586	151.8254899
1587	151.7506875
1588	151.7202263
1589	151.6911999
1590	151.675745
1591	151.5422647
1592	151.5097655
1593	151.4428952
1594	151.3727773
1595	151.230359
1596	151.1997672
1597	151.1321401
1598	151.0697555
1599	151.0254623
1600	150.976589
1601	150.9586096
1602	150.9357057
1603	150.9239256
1604	150.8645007
1605	150.8602568
1606	150.7939083
1607	150.6587729
1608	150.6369711
1609	150.6004631
1610	150.5571145
1611	150.4605379
1612	150.4223405
1613	150.3979806
1614	150.3929528
1615	150.3758463
1616	150.2305321
1617	150.2129189
1618	150.1948109
1619	150.1865251
1620	150.154329
1621	150.1188345
1622	150.0974077
1623	150.0693885
1624	150.0620204
1625	150.0277411
1626	150.0107008
1627	149.9528923
1628	149.9441045
1629	149.8743396
1630	149.8272483
1631	149.8159833
1632	149.7886741
1633	149.7393915
1634	149.7112608
1635	149.663422
1636	149.6451832
1637	149.5876042
1638	149.5510429
1639	149.5391399
1640	149.5165282
1641	149.4403511
1642	149.404407
1643	149.3114411
1644	149.3013961
1645	149.2938734
1646	149.2545375
1647	149.1981749
1648	149.189923
1649	149.1790616
1650	149.1273742
1651	149.1137143
1652	149.0254012
1653	149.0179801
1654	148.9918497
1655	148.9753942
1656	148.9094583
1657	148.8660753
1658	148.832349
1659	148.8017648
1660	148.5892094
1661	148.4744224
1662	148.4226065
1663	148.3763262
1664	148.36162
1665	148.3054508
1666	148.2930217
1667	148.2652479
1668	148.2531642
1669	148.2028266
1670	148.1524417
1671	148.1355032
1672	148.0933798
1673	148.0553926
1674	148.0120499
1675	147.7901499
1676	147.7818284
1677	147.7374247
1678	147.7173288
1679	147.6527409
1680	147.628474
1681	147.6103118
1682	147.5819202
1683	147.5224919
1684	147.4424276
