iter	RMSE
184	0.2206431049
185	0.2205447554
186	0.2204300324
187	0.2203316293
188	0.220207186
189	0.220149326
190	0.2200567991
191	0.2198634881
192	0.2197082246
193	0.2196912897
194	0.2195763442
195	0.219427789
196	0.2193943458
197	0.219276771
198	0.2191642297
199	0.2190234408
200	0.2189539875
201	0.2188409272
202	0.2187604824
203	0.2186731696
204	0.2185959414
205	0.2185917988
206	0.2184262195
207	0.2183356046
208	0.2182245976
209	0.2181301761
210	0.2179843463
211	0.2178989154
212	0.2177811283
213	0.2176812479
214	0.2175705727
215	0.2174524536
216	0.2173433907
217	0.2172562765
218	0.2171787989
219	0.2170877693
220	0.216960265
221	0.216872945
222	0.2167282797
223	0.2166732343
224	0.2166045669
225	0.2164983726
226	0.216399197
227	0.2163006014
228	0.2161703009
229	0.2160857171
230	0.215988888
231	0.2159034258
232	0.2158248299
233	0.2157752635
234	0.2156869501
235	0.2156146862
236	0.2155475712
237	0.2154478677
238	0.215352823
239	0.2152484403
240	0.2151480933
241	0.214996804
242	0.2149357141
243	0.2148062194
244	0.2147029428
245	0.2146271908
246	0.2145966134
247	0.2145253821
248	0.2144411659
249	0.2143011782
250	0.2141958072
251	0.2141215445
252	0.2140242744
253	0.2139654137
254	0.2138848029
255	0.2138028656
256	0.2137111141
257	0.2136513761
258	0.2135643079
259	0.2134720358
260	0.2133853292
261	0.2132693772
262	0.213157277
263	0.2130637867
264	0.212984077
265	0.2129554795
266	0.2128820685
267	0.2127798979
268	0.212697272
269	0.2126589948
270	0.2125819068
271	0.2124683362
272	0.2123409994
273	0.2122534778
274	0.2122298786
275	0.2121171574
276	0.212066591
277	0.2120026443
278	0.2119267821
279	0.2118303676
280	0.2117546827
281	0.2117061444
282	0.2115940366
283	0.2114805182
284	0.2113699706
285	0.2113649464
286	0.2112789278
287	0.2112235751
288	0.2110936667
289	0.2110249539
290	0.2109223957
291	0.2108234475
292	0.2107173134
293	0.2106234164
294	0.2105679566
295	0.210474885
296	0.2103480334
297	0.2102679948
298	0.2101949559
299	0.2100932221
300	0.210038015
301	0.2099607191
302	0.2099415583
303	0.2098909516
304	0.209803636
305	0.2097105643
306	0.2096182709
307	0.2095141
308	0.2094544438
309	0.2094345085
310	0.209356672
311	0.2093060328
312	0.209243181
313	0.2091604514
314	0.2090448113
315	0.2089577051
316	0.2088917051
317	0.2087139652
318	0.208620573
319	0.2085424307
320	0.208453709
321	0.2084202833
322	0.2083560515
323	0.2082765141
324	0.208272667
325	0.2081621077
326	0.208106757
327	0.2080394678
328	0.2080118703
329	0.207962829
330	0.2078489757
331	0.2077634836
332	0.2076961982
333	0.2076506585
334	0.2075357329
335	0.2074869652
336	0.207384861
337	0.20730206
338	0.2072573283
339	0.2070657857
340	0.2069917187
341	0.2069259005
342	0.2068560815
343	0.2068498189
344	0.2067784518
345	0.2066660193
346	0.2066011254
347	0.2065436347
348	0.2064877244
349	0.2064713621
350	0.2063853911
351	0.2063178281
352	0.2062203383
353	0.2061605581
354	0.2061298168
355	0.2060432963
356	0.2059592886
357	0.2058909109
358	0.2058629344
359	0.2058290294
360	0.2057627713
361	0.2057338983
362	0.2056816683
363	0.2056113637
364	0.2055361533
365	0.2054835677
366	0.2054026621
367	0.2053256635
368	0.2052629887
369	0.2052043228
370	0.2051737377
371	0.2051621355
372	0.2050917054
373	0.2050251829
374	0.2048879801
375	0.2048145297
376	0.2047147545
377	0.2047115132
378	0.2046601796
379	0.2045839037
380	0.2045215931
381	0.2044532895
382	0.2043688025
383	0.2042786744
384	0.2042034758
385	0.2041362608
386	0.2041333298
387	0.204054124
388	0.2039564292
389	0.2039114309
390	0.2038566962
391	0.2036184236
392	0.2035347015
393	0.2034938471
394	0.2034064654
395	0.2033420525
396	0.2032927796
397	0.2031841115
398	0.2031133315
399	0.2030974486
400	0.202995421
401	0.2029819989
402	0.2029793726
403	0.202914446
404	0.2028437052
405	0.2027583046
406	0.202692025
407	0.2026104857
408	0.2025631442
409	0.2024799152
410	0.2024281873
411	0.2023793086
412	0.2023767692
413	0.2023045816
414	0.2022468604
415	0.2021666414
416	0.2020849754
417	0.2020099024
418	0.2019383456
419	0.2018715146
420	0.2018091658
421	0.2017359578
422	0.2016985254
423	0.2016320005
424	0.2015671627
425	0.2014504774
426	0.2013763289
427	0.2013142189
428	0.2012883229
429	0.2012095165
430	0.2011349878
431	0.2010779631
432	0.2010330506
433	0.2009395824
434	0.20088811
435	0.2008271676
436	0.2007430447
437	0.2006847497
438	0.200593098
439	0.2005229402
440	0.2004664102
441	0.2004645135
442	0.200388568
443	0.2003253203
444	0.2002734042
445	0.2002102712
446	0.2001600069
447	0.2001011667
448	0.2000784833
449	0.200001816
450	0.1999153659
451	0.1997089104
452	0.1996329032
453	0.1995918671
454	0.199589882
455	0.1995525524
456	0.1994824365
457	0.1994800397
458	0.1993899387
459	0.1993413061
460	0.1992938335
461	0.1991017604
462	0.1990433665
463	0.1989916809
464	0.1988959747
465	0.1988507526
466	0.1987980152
467	0.1987382048
468	0.1986739261
469	0.1985804984
470	0.198578899
471	0.1985452853
472	0.1984958652
473	0.1984012563
474	0.1983455681
475	0.1981648424
476	0.1980837165
477	0.1980272353
478	0.1979913413
479	0.1979479491
480	0.1979033772
481	0.1978154941
482	0.1977525502
483	0.1976774207
484	0.19763519
485	0.1975881265
486	0.197525328
487	0.1974800014
488	0.197409281
489	0.1973629688
490	0.1973614999
491	0.1972934872
492	0.1972564806
493	0.1971714641
494	0.1970840502
495	0.1970236488
496	0.1969728748
497	0.1969393784
498	0.1968682951
499	0.1967864318
500	0.1967093731
501	0.1965454026
502	0.1965182771
503	0.1964660415
504	0.1964118661
505	0.1963517764
506	0.1962761734
507	0.1962310819
508	0.196229676
509	0.1961458926
510	0.1960662036
511	0.1959443829
512	0.1958870402
513	0.1958218823
514	0.1957637116
515	0.1957116076
516	0.1956513488
517	0.195649995
518	0.195588936
519	0.1955372171
520	0.1954993303
521	0.1954773125
522	0.1954463705
523	0.1953901282
524	0.195370317
525	0.1952900205
526	0.195254177
527	0.1951914413
528	0.195140004
529	0.1950748476
530	0.1950401945
531	0.1949971592
532	0.1949147536
533	0.1948481527
534	0.1947592704
535	0.194706871
536	0.1946461047
537	0.1945942276
538	0.194543443
539	0.1944950874
540	0.1944349243
541	0.1943686731
542	0.1943114231
543	0.1942624356
544	0.1941989127
545	0.1941503704
546	0.1940858496
547	0.194012513
548	0.1939581478
549	0.1939194474
550	0.1938842868
551	0.1938310941
552	0.1937694407
553	0.1937179373
554	0.1936708663
555	0.1936113307
556	0.1935389754
557	0.1934715473
558	0.1934075491
559	0.1933688041
560	0.1932125709
561	0.1931591869
562	0.1931220161
563	0.1930837398
564	0.1930110356
565	0.1929721946
566	0.1929309734
567	0.1928771836
568	0.1928220623
569	0.1927484069
570	0.1926834992
571	0.1926282774
572	0.1925919806
573	0.1925400658
574	0.1924952473
575	0.19241249
576	0.1923749149
577	0.1923345023
578	0.1921805982
579	0.1920936754
580	0.1920200913
581	0.1919564491
582	0.1919153732
583	0.1918513015
584	0.1918040498
585	0.1917389072
586	0.1917039757
587	0.191660027
588	0.1916177759
589	0.1915631193
590	0.1915107792
591	0.1914341885
592	0.1913800068
593	0.1913300644
594	0.1912623654
595	0.1912359147
596	0.191161242
597	0.1911102683
598	0.1909682306
599	0.1909282924
600	0.1909042469
601	0.1908317739
602	0.1907699925
603	0.1907073841
604	0.1906692958
605	0.1906102589
606	0.1905605091
607	0.1905447999
608	0.1904933791
609	0.1904664906
610	0.1904351962
611	0.1904067187
612	0.1903667943
613	0.1903085959
614	0.1902635113
615	0.1902444135
616	0.1902076116
617	0.1901700197
618	0.1901136418
619	0.1900539942
620	0.1900229655
621	0.18997324
622	0.1899065095
623	0.1898538192
624	0.1898316276
625	0.1898093256
626	0.1898030857
627	0.1897529118
628	0.1897215733
629	0.1896266015
630	0.189558375
631	0.1895454137
632	0.1895041984
633	0.1894730892
634	0.1894273117
635	0.1893938433
636	0.1893820642
637	0.1893180671
638	0.1892890316
639	0.1892205436
640	0.1891501937
641	0.1891114632
642	0.1890389127
643	0.1890117737
644	0.1889564865
645	0.1888967036
646	0.1888642431
647	0.1887953611
648	0.1887380703
649	0.188684047
650	0.188635511
651	0.1886090759
652	0.1885795146
653	0.1885357815
654	0.1884863443
655	0.1884422469
656	0.188391464
657	0.1883616923
658	0.1883327353
659	0.1882613345
660	0.1881911181
661	0.1881200948
662	0.1880712786
663	0.1880202114
664	0.1879897034
665	0.1879412562
666	0.1879038592
667	0.1878391144
668	0.187827672
669	0.1877713802
670	0.187713804
671	0.1876669235
672	0.1876242838
673	0.1876223458
674	0.1876032216
675	0.1875506054
676	0.1875085053
677	0.1874668472
678	0.1874149961
679	0.1873771744
680	0.1873139361
681	0.1872566691
682	0.1871863709
683	0.1871578501
684	0.1871066815
685	0.1870647269
686	0.1870416481
687	0.1869937381
688	0.1869511183
689	0.1869147105
690	0.186885251
691	0.1868613616
692	0.1868070599
693	0.1867718018
694	0.1867414416
695	0.1866657107
696	0.1866389636
697	0.1865842874
698	0.1865291788
699	0.1864873427
700	0.1864194043
701	0.1863561366
702	0.1862868586
703	0.1862631863
704	0.1862153905
705	0.1862139983
706	0.1861600332
707	0.1861122092
708	0.186072878
709	0.1860662957
710	0.1860308977
711	0.1859806048
712	0.1858952079
713	0.1858393078
714	0.1857408727
715	0.1856805595
716	0.185644467
717	0.1855929135
718	0.1855393978
719	0.1855180301
720	0.1854579999
721	0.185411265
722	0.1853623787
723	0.1852642444
724	0.1852332724
725	0.1851572504
726	0.1851140907
727	0.1850699569
728	0.1849924332
729	0.1849736599
730	0.1849428623
731	0.1849137503
732	0.1848815963
733	0.1848211623
734	0.184767461
735	0.1847122887
736	0.1846654202
737	0.1846177131
738	0.1845672727
739	0.1845259302
740	0.1845002009
741	0.1844616889
742	0.1843900492
743	0.1843056855
744	0.1842608278
745	0.1842204876
746	0.1841929762
747	0.1841632454
748	0.1841126997
749	0.1841079166
750	0.1840818942
751	0.1840461081
752	0.1840014136
753	0.1839427331
754	0.1838857131
755	0.1838442214
756	0.183785628
757	0.1837836989
758	0.183751859
759	0.1837167722
760	0.1836758449
761	0.1836046042
762	0.1835564293
763	0.1835195404
764	0.1834545376
765	0.1833768105
766	0.18336911
767	0.1833422964
768	0.1833016459
769	0.1832601857
770	0.1832205601
771	0.1832038014
772	0.1831252637
773	0.183074581
774	0.1830158491
775	0.1829302516
776	0.1828756387
777	0.1828045733
778	0.1827563585
779	0.1827138415
780	0.1826754711
781	0.1826344241
782	0.1825736195
783	0.1825532594
784	0.182527867
785	0.1824857132
786	0.1824679231
787	0.1824254117
788	0.1823738769
789	0.1823469393
790	0.182311577
791	0.1823042278
792	0.1822573421
793	0.1822166084
794	0.1821831627
795	0.1821595846
796	0.1821330795
797	0.1820859793
798	0.1820484659
799	0.182022744
800	0.1819786229
801	0.1819553925
802	0.1819137801
803	0.1818421726
804	0.1818074067
805	0.1817609966
806	0.181721247
807	0.1816710564
808	0.1816516354
809	0.1816249939
810	0.1815628955
811	0.1815258482
812	0.181506715
813	0.1814717163
814	0.1814440779
815	0.1813922524
816	0.1813243876
817	0.1812947801
818	0.1812616784
819	0.1812230626
820	0.1811801392
821	0.1810934576
822	0.1810457657
823	0.180962199
824	0.1809319868
825	0.1808601882
826	0.1808075994
827	0.1807904571
828	0.1807520532
829	0.1807449571
830	0.1807036055
831	0.1806072363
832	0.180586038
833	0.180541066
834	0.1804822994
835	0.1804447612
836	0.1803861253
837	0.1803329125
838	0.1802959506
839	0.1802686192
840	0.1801870096
841	0.180158398
842	0.1801190684
843	0.1800738621
844	0.1800476464
845	0.180024446
846	0.1799851558
847	0.1799263123
848	0.1798810635
849	0.1798472112
850	0.179817902
851	0.1797417924
852	0.1797113467
853	0.1796669947
854	0.1796296838
855	0.1795721385
856	0.1795353846
857	0.1794707814
858	0.1794421225
859	0.1794218775
860	0.1794003019
861	0.1793489172
862	0.1793099092
863	0.1792668631
864	0.1792410787
865	0.1791932131
866	0.1791720066
867	0.1791309523
868	0.1790973445
869	0.1790590334
870	0.1790192682
871	0.1789606584
872	0.1789320943
873	0.1788770878
874	0.1788761339
875	0.1788523788
876	0.1788426325
877	0.178786182
878	0.1787360982
879	0.1786660741
880	0.1786333275
881	0.1786041745
882	0.1785570377
883	0.1785265196
884	0.1784874701
885	0.1784228358
886	0.1783662666
887	0.1783184911
888	0.1782826273
889	0.1782441974
890	0.1782167802
891	0.1781929739
892	0.1781568924
893	0.1780868731
894	0.1780477416
895	0.1780159333
896	0.1779590486
897	0.1779392407
898	0.1778644981
899	0.1778266875
900	0.1777663891
901	0.1777231068
902	0.1776766488
903	0.1776490196
904	0.1776068799
905	0.1775752879
906	0.1775210025
907	0.1774752491
908	0.1774013961
909	0.1772949595
910	0.1772776167
911	0.1772201614
912	0.1772024922
913	0.1771889624
914	0.1771373805
915	0.1770922721
916	0.1770889459
917	0.1770394654
918	0.1769967011
919	0.1769942359
920	0.1769643645
921	0.1769348763
922	0.1768863354
923	0.1768670163
924	0.1767973661
925	0.1767846561
926	0.1767298267
927	0.1767076668
928	0.1766959726
929	0.1766586887
930	0.1766346457
931	0.1765779003
932	0.1765249408
933	0.1764960235
934	0.1764440447
935	0.1764151497
936	0.1763620689
937	0.1763229184
938	0.1762726434
939	0.1762316733
940	0.176200949
941	0.1761662702
942	0.1761154937
943	0.1761041115
944	0.1760621994
945	0.176006062
946	0.1759789052
947	0.1759373234
948	0.1759255779
949	0.1758880846
950	0.1758500703
951	0.1757778781
952	0.1757410504
953	0.1756492076
954	0.1755743047
955	0.1755278743
956	0.175497929
957	0.1754510582
958	0.1754262484
959	0.175368442
960	0.1752652547
961	0.1752510842
962	0.1752337412
963	0.1751982042
964	0.1751652504
965	0.1751185411
966	0.1750660281
967	0.1750201366
968	0.1749630001
969	0.1749466737
970	0.1749261838
971	0.1748980406
972	0.1748744401
973	0.1748356237
974	0.1748108016
975	0.1747708245
976	0.1747269506
977	0.1746673834
978	0.1746387405
979	0.174611964
980	0.1745999148
981	0.1745332111
982	0.1745007606
983	0.1744685392
984	0.1743802004
985	0.174347649
986	0.1743182815
987	0.1742886163
988	0.1742538928
989	0.1742349682
990	0.1741971697
991	0.1741448349
992	0.1741354376
993	0.1740716861
994	0.1740412658
995	0.1739564057
996	0.1739327673
997	0.173909649
998	0.1738767187
999	0.1738381446
