iter	Passed	Remaining
933	7419	524
934	7427	516
935	7433	508
936	7442	500
937	7450	492
938	7458	484
939	7466	476
940	7472	468
941	7480	460
942	7488	452
943	7495	444
944	7502	436
945	7509	428
946	7517	420
947	7525	412
948	7531	404
949	7540	396
950	7547	388
951	7555	380
952	7563	372
953	7571	365
954	7582	357
955	7590	349
956	7599	341
957	7607	333
958	7616	325
959	7625	317
960	7635	309
961	7643	301
962	7651	293
963	7660	286
964	7669	278
965	7678	270
966	7686	262
967	7695	254
968	7703	246
969	7711	238
970	7719	230
971	7726	222
972	7734	214
973	7742	206
974	7749	198
975	7757	190
976	7764	182
977	7772	174
978	7780	166
979	7787	158
980	7794	150
981	7802	143
982	7809	135
983	7817	127
984	7825	119
985	7833	111
986	7841	103
987	7848	95
988	7856	87
989	7863	79
990	7871	71
991	7879	63
992	7885	55
993	7895	47
994	7902	39
995	7910	31
996	7918	23
997	7924	15
998	7931	7
999	7939	0
