iter	RMSE
144	426.6841476
145	426.3775208
146	426.0291979
147	425.7122344
148	425.5225228
149	425.2514713
150	425.0069239
151	424.7724803
152	424.5601957
153	424.3426195
154	424.0255261
155	423.6857094
156	423.3439406
157	423.1071236
158	422.9319389
159	422.6582636
160	422.4603446
161	422.2833327
162	421.9809534
163	421.5187824
164	421.3243085
165	421.0569259
166	420.7460333
167	420.4726263
168	420.1171108
169	419.6866775
170	419.5118441
171	419.220825
172	418.9571825
173	418.6110896
174	418.4257707
175	417.9370727
176	417.6778983
177	417.4336815
178	417.2239065
179	416.976331
180	416.8010955
181	416.6306465
182	416.3463552
183	415.976767
184	415.7453058
185	415.5294696
186	415.2719972
187	415.0419652
188	414.7236806
189	414.5479215
190	414.1682451
191	413.9709956
192	413.6852403
193	413.4205089
194	413.2847941
195	413.1193819
196	412.9033631
197	412.6712905
198	412.2846536
199	412.0163982
200	411.8353991
201	411.6117282
202	411.3290986
203	411.1349508
204	410.9814623
205	410.815497
206	410.6132474
207	410.3061683
208	410.074233
209	409.8007559
210	409.5024055
211	409.3461771
212	408.9984738
213	408.809636
214	408.5555387
215	408.4649894
216	408.3094798
217	408.1827058
218	408.0131265
219	407.8005283
220	407.587221
221	407.2566191
222	407.0675522
223	406.8638552
224	406.7117524
225	406.5189777
226	406.2104394
227	406.055008
228	405.7880921
229	405.5111846
230	405.2307314
231	405.0608443
232	404.8400834
233	404.6782732
234	404.3876618
235	404.1056299
236	403.9139274
237	403.7734643
238	403.5810215
239	403.3265211
240	403.1647507
241	402.9100425
242	402.702811
243	402.5783107
244	402.4437764
245	402.1550944
246	401.94046
247	401.8072315
248	401.6499852
249	401.4309469
250	401.1778398
251	400.9389689
252	400.7488843
253	400.4983601
254	400.225424
255	400.058188
256	399.9112653
257	399.7095771
258	399.5415172
259	399.3034327
260	399.1364566
261	399.026452
262	398.8476969
263	398.6935633
264	398.4992059
265	398.3687515
266	398.1656238
267	397.9559104
268	397.8766966
269	397.5660266
270	397.3134611
271	397.1805205
272	396.9577572
273	396.8395722
274	396.5142663
275	396.4143551
276	396.1448584
277	396.00205
278	395.68586
279	395.5451348
280	395.3312623
281	395.1482285
282	394.9133394
283	394.8481778
284	394.5886876
285	394.3661388
286	394.1938474
287	394.0418658
288	393.8873457
289	393.6323151
290	393.4823429
291	393.2820499
292	393.143871
293	392.8780978
294	392.5776161
295	392.4450127
296	392.1592227
297	391.8611334
298	391.6860402
299	391.5497189
300	391.4245965
301	391.3200631
302	391.1174123
303	390.9506944
304	390.797288
305	390.5614084
306	390.3478594
307	390.1672535
308	390.0085603
309	389.8920273
310	389.7555839
311	389.6529819
312	389.4912461
313	389.3899473
314	389.1980787
315	388.9660776
316	388.6491394
317	388.3742701
318	388.26862
319	388.0375426
320	387.9103379
321	387.6944281
322	387.4798463
323	387.3119321
324	387.1392653
325	386.9225539
326	386.7431516
327	386.5466912
328	386.4448957
329	386.2369595
330	386.1391795
331	385.9221636
332	385.6510447
333	385.4143129
334	385.2328827
335	385.1421038
336	384.9708212
337	384.6814954
338	384.587716
339	384.355733
340	384.1137941
341	383.9215793
342	383.8062913
343	383.7226537
344	383.5803691
345	383.4359341
346	383.2489829
347	382.9916426
348	382.8578878
349	382.706167
350	382.5067265
351	382.2743017
352	382.0434068
353	381.8488893
354	381.6569224
355	381.4822376
356	381.3320534
357	381.2117316
358	381.05348
359	380.895178
360	380.7522299
361	380.6116107
362	380.3387006
363	380.208179
364	379.9570236
365	379.745162
366	379.5547541
367	379.3673727
368	379.2564363
369	379.0438428
370	378.8087664
371	378.7319138
372	378.6282756
373	378.4847358
374	378.3210986
375	378.1848931
376	378.0461508
377	377.6885393
378	377.359361
379	377.1780784
380	376.9567343
381	376.7911561
382	376.6005341
383	376.407676
384	376.2226067
385	376.0650419
386	375.8990829
387	375.6559292
388	375.3589701
389	375.2045749
390	375.1243328
391	375.0047472
392	374.7227983
393	374.5659732
394	374.4512418
395	374.3653073
396	374.0110484
397	373.8921606
398	373.7291995
399	373.6482568
400	373.4271338
401	373.2643451
402	373.1827905
403	373.1025507
404	372.8459191
405	372.6319391
406	372.4824328
407	372.3015361
408	372.1581413
409	371.9855184
410	371.7505051
411	371.6455062
412	371.4075311
413	371.192546
414	371.0698526
415	370.9045179
416	370.6989874
417	370.4345969
418	370.3321018
419	370.0645776
420	369.9336441
421	369.8270944
422	369.6266105
423	369.5390163
424	369.2345315
425	369.1611206
426	369.078931
427	368.9408146
428	368.8625133
429	368.7211157
430	368.5540288
431	368.3076233
432	368.0633839
433	367.8859105
434	367.6986624
435	367.492236
436	367.4161933
437	367.3318177
438	367.2528531
439	367.1101841
440	366.9956301
441	366.8757764
442	366.7217744
443	366.4889035
444	366.3250168
445	366.2609195
446	366.1041551
447	365.9505656
448	365.7949115
449	365.7230314
450	365.5824815
451	365.5039335
452	365.4163149
453	365.2932419
454	365.2075294
455	364.9866001
456	364.8671876
457	364.6994272
458	364.5622943
459	364.4123114
460	364.2931736
461	364.1714292
462	364.0726333
463	363.9769053
464	363.8118922
465	363.6613298
466	363.5153501
467	363.3041569
468	363.1124432
469	362.8986377
470	362.6641256
471	362.5657075
472	362.3622648
473	362.2910452
474	362.0530315
475	361.9670629
476	361.703873
477	361.5233063
478	361.4034171
479	361.3387478
480	361.1151493
481	360.7662209
482	360.6170102
483	360.5211833
484	360.3201919
485	360.1992736
486	360.0466765
487	359.9286727
488	359.7842727
489	359.6619434
490	359.4208679
491	359.2614425
492	359.1385651
493	359.0473103
494	358.8680288
495	358.8034459
496	358.6902271
497	358.5556896
498	358.391503
499	358.2046512
500	358.053854
501	357.8904266
502	357.7925803
503	357.6527967
504	357.5227599
505	357.3282089
506	357.1476305
507	357.0673958
508	356.9171435
509	356.8363398
510	356.7282334
511	356.6975478
512	356.5898567
513	356.4287162
514	356.3286402
515	356.2571749
516	356.1374477
517	355.9890792
518	355.8195488
519	355.7467209
520	355.662536
521	355.3671188
522	355.2421532
523	355.1185149
524	354.9895198
525	354.8646236
526	354.6683931
527	354.584723
528	354.4829911
529	354.3986667
530	354.2525225
531	354.1796213
532	354.0051268
533	353.8634848
534	353.7263547
535	353.5118374
536	353.3461717
537	353.1812097
538	353.0514411
539	352.9136136
540	352.8261422
541	352.6378603
542	352.4686558
543	352.3461963
544	352.1780686
545	351.9802706
546	351.8886564
547	351.7505131
548	351.5546881
549	351.3661956
550	351.2595223
551	351.0805141
552	351.0039162
553	350.8312729
554	350.702019
555	350.5128168
556	350.3988763
557	350.2899887
558	350.1610444
559	350.0105809
560	349.9011018
561	349.8275317
562	349.7143638
563	349.5795489
564	349.4797347
565	349.3033934
566	349.1727521
567	349.0916052
568	349.0041741
569	348.8662484
570	348.6502787
571	348.480499
572	348.3393576
573	348.151463
574	348.0640917
575	347.8646759
576	347.7646957
577	347.6938995
578	347.6062614
579	347.4792799
580	347.3236415
581	347.2162963
582	346.9361442
583	346.7628351
584	346.6549467
585	346.5097534
586	346.4030173
587	346.2493659
588	346.1666685
589	346.0601926
590	345.8886768
591	345.8120914
592	345.7448069
593	345.6338675
594	345.4541391
595	345.3172677
596	345.1611437
597	344.9971474
598	344.7897315
599	344.7228283
600	344.6428228
601	344.5226916
602	344.3563379
603	344.1967113
604	344.1345997
605	343.8825365
606	343.8400213
607	343.7310358
608	343.603219
609	343.5057138
610	343.33657
611	343.2070275
612	343.1011148
613	343.0131296
614	342.9289933
615	342.7918784
616	342.68921
617	342.5518044
618	342.38976
619	342.2115522
620	342.0362653
621	341.910538
622	341.7283274
623	341.6589839
624	341.6002174
625	341.5149713
626	341.3224892
627	341.208795
628	341.0860112
629	340.8899986
630	340.7387336
631	340.6283976
632	340.5650714
633	340.4172925
634	340.3319045
635	340.2435966
636	340.1901873
637	340.0353382
638	339.885841
639	339.8342914
640	339.6724669
641	339.550823
642	339.4146306
643	339.3193475
644	339.0450725
645	338.9442987
646	338.8417312
647	338.7446899
648	338.558642
649	338.4750831
650	338.3541681
651	338.2814267
652	338.2289427
653	338.1107022
654	337.9503832
655	337.8865971
656	337.7638345
657	337.6808271
658	337.5559297
659	337.4312105
660	337.316795
661	337.1673204
662	337.0350196
663	336.9539657
664	336.771704
665	336.5779656
666	336.4561988
667	336.3265299
668	336.1859265
669	336.1348691
670	336.0682464
671	335.9696603
672	335.8295802
673	335.6743237
674	335.5716814
675	335.4746657
676	335.3631241
677	335.2426746
678	335.1043138
679	334.9847431
680	334.9230462
681	334.8294309
682	334.6757668
683	334.4858572
684	334.2813932
685	334.0589062
686	333.9623124
687	333.8271944
688	333.6103356
689	333.5622647
690	333.4467831
691	333.3430092
692	333.1714361
693	333.1004125
694	332.9158916
695	332.8339947
696	332.7383418
697	332.5427046
698	332.4105897
699	332.3012322
700	332.2207661
701	332.133098
702	331.9710586
703	331.8504538
704	331.7597052
705	331.6613367
706	331.5224558
707	331.3906822
708	331.2452441
709	331.1406885
710	331.0394684
711	330.9469885
712	330.883752
713	330.7728522
714	330.6532156
715	330.5302704
716	330.4199914
717	330.3081823
718	330.1498898
719	330.0867147
720	330.0046286
721	329.8395962
722	329.7005454
723	329.6328615
724	329.5312893
725	329.4357229
726	329.2829302
727	329.1582127
728	329.00073
729	328.8847047
730	328.6960381
731	328.5223256
732	328.4048536
733	328.2771806
734	328.1887705
735	328.0983587
736	327.9543692
737	327.8153284
738	327.6993749
739	327.5759061
740	327.4368369
741	327.2911453
742	327.1899254
743	327.0695266
744	327.0320044
745	326.8954962
746	326.7457256
747	326.630155
748	326.5135105
749	326.3671966
750	326.261308
751	326.1185655
752	325.9736621
753	325.822502
754	325.6342613
755	325.4996084
756	325.3666388
757	325.1916058
758	325.0989371
759	324.9666622
760	324.8353113
761	324.7477769
762	324.629939
763	324.5049276
764	324.3543328
765	324.2596153
766	324.1437199
767	323.995923
768	323.9123547
769	323.7646662
770	323.6959829
771	323.565661
772	323.4703143
773	323.3407989
774	323.2348896
775	323.1708382
776	323.0268282
777	322.9219814
778	322.8762429
779	322.7854827
780	322.7199066
781	322.6202222
782	322.4454381
783	322.3436837
784	322.2583145
785	322.0410666
786	322.0044196
787	321.9698345
788	321.8677809
789	321.7535238
790	321.6678411
791	321.627305
792	321.498556
793	321.3075844
794	321.2366837
795	321.1645484
796	321.0763318
797	320.9539056
798	320.8481004
799	320.6947746
800	320.6152996
801	320.5262396
802	320.4139881
803	320.30072
804	320.2174011
805	320.1656099
806	320.0733786
807	319.992001
808	319.9399703
809	319.823115
810	319.7093136
811	319.6239959
812	319.5912596
813	319.5051353
814	319.4548395
815	319.3410896
816	319.2412314
817	319.1675071
818	319.0831013
819	318.9769286
820	318.8464481
821	318.7013334
822	318.610395
823	318.4623254
824	318.3762068
825	318.275431
826	318.1543746
827	317.998555
828	317.7845316
829	317.699413
830	317.5934994
831	317.4983201
832	317.3639542
833	317.2416025
834	317.105508
835	317.0002915
836	316.8841582
837	316.7718911
838	316.6393986
839	316.5052758
840	316.3794804
841	316.2604558
842	316.2131239
843	316.1165377
844	316.0151948
845	315.9009305
846	315.7895528
847	315.718481
848	315.621656
849	315.4554407
850	315.3287127
851	315.2341632
852	315.0890559
853	315.0198658
854	314.9322583
855	314.7971719
856	314.6734438
857	314.6156196
858	314.5189724
859	314.4433321
860	314.3093426
861	314.1694188
862	314.1224246
863	314.024345
864	313.9285836
865	313.8415655
866	313.7739275
867	313.695063
868	313.5940455
869	313.4838962
870	313.3480714
871	313.2366534
872	313.1192019
873	313.0210647
874	312.9377258
875	312.7798815
876	312.6485429
877	312.560537
878	312.4912176
879	312.3544005
880	312.212518
881	312.1099408
882	312.0017962
883	311.8914104
884	311.75039
885	311.6321939
886	311.5306364
887	311.4192163
888	311.2916029
889	311.2103296
890	311.1058814
891	311.0039171
892	310.9485044
893	310.8546385
894	310.7585359
895	310.6602387
896	310.5915368
897	310.5517742
898	310.4522981
899	310.3082717
900	310.2090043
901	310.0928315
902	309.9598389
903	309.833045
904	309.7775592
905	309.6868517
906	309.589422
907	309.5054395
908	309.4218112
909	309.3371191
910	309.2345527
911	309.0624067
912	308.95458
913	308.8503298
914	308.7875345
915	308.6696387
916	308.5399315
917	308.4393288
918	308.352217
919	308.316005
920	308.2369218
921	308.1621332
922	308.115478
923	308.0345924
924	307.9245098
925	307.8365986
926	307.6919079
927	307.5889744
928	307.4913275
929	307.3648396
930	307.2745828
931	307.1981078
932	307.1061757
933	307.0022095
934	306.9466337
935	306.8827451
936	306.7468601
937	306.6661503
938	306.5713203
939	306.4175857
940	306.3056363
941	306.2249953
942	306.173758
943	305.9918525
944	305.9552609
945	305.8523062
946	305.7769235
947	305.6917565
948	305.5988206
949	305.515034
950	305.4139508
951	305.2535885
952	305.0606156
953	304.9782601
954	304.8624323
955	304.7831934
956	304.6594608
957	304.5739662
958	304.5183306
959	304.4311216
960	304.292257
961	304.1600717
962	304.0721718
963	304.0067451
964	303.9125264
965	303.828328
966	303.7668745
967	303.6806453
968	303.5101167
969	303.5049196
970	303.3900474
971	303.2833318
972	303.1908521
973	303.0770446
974	303.0056918
975	302.9257972
976	302.8302423
977	302.7073759
978	302.6198454
979	302.5911253
980	302.4659203
981	302.3946274
982	302.3121904
983	302.2373677
984	302.1906579
985	302.0830332
986	301.9529763
987	301.8534883
988	301.7904911
989	301.6605254
990	301.6075445
991	301.5016213
992	301.4428589
993	301.3501929
994	301.276419
995	301.1651437
996	301.0890158
997	300.9728365
998	300.8921239
999	300.7992609
