iter	Passed	Remaining
576	5025	3684
577	5032	3674
578	5039	3664
579	5046	3654
580	5054	3644
581	5060	3634
582	5067	3624
583	5074	3614
584	5081	3604
585	5089	3595
586	5096	3585
587	5103	3575
588	5110	3565
589	5117	3556
590	5124	3546
591	5131	3536
592	5138	3526
593	5145	3517
594	5153	3507
595	5160	3497
596	5167	3487
597	5173	3478
598	5180	3468
599	5187	3458
600	5194	3448
601	5201	3438
602	5208	3429
603	5215	3419
604	5222	3409
605	5229	3400
606	5237	3390
607	5244	3381
608	5251	3371
609	5258	3361
610	5265	3352
611	5272	3342
612	5279	3332
613	5287	3323
614	5293	3313
615	5300	3304
616	5307	3294
617	5314	3285
618	5321	3275
619	5329	3266
620	5336	3256
621	5342	3246
622	5350	3237
623	5358	3228
624	5365	3219
625	5372	3209
626	5379	3200
627	5386	3190
628	5393	3180
629	5400	3171
630	5408	3162
631	5414	3153
632	5422	3143
633	5429	3134
634	5436	3125
635	5443	3115
636	5450	3106
637	5459	3097
638	5467	3088
639	5475	3079
640	5482	3070
641	5489	3061
642	5496	3051
643	5503	3042
644	5512	3033
645	5519	3024
646	5526	3014
647	5532	3005
648	5540	2996
649	5546	2986
650	5553	2977
651	5560	2967
652	5566	2958
653	5573	2948
654	5581	2939
655	5587	2930
656	5594	2920
657	5601	2911
658	5607	2901
659	5615	2892
660	5621	2883
661	5629	2874
662	5636	2865
663	5644	2856
664	5650	2846
665	5658	2837
666	5665	2828
667	5672	2819
668	5680	2810
669	5686	2801
670	5694	2791
671	5701	2782
672	5709	2773
673	5716	2764
674	5724	2756
675	5730	2746
676	5738	2737
677	5745	2728
678	5752	2719
679	5759	2710
680	5765	2700
681	5772	2691
682	5780	2682
683	5787	2673
684	5794	2664
685	5801	2655
686	5808	2646
687	5815	2637
688	5822	2628
689	5830	2619
690	5837	2610
691	5844	2601
692	5851	2592
693	5858	2583
694	5865	2574
695	5872	2565
696	5879	2556
697	5887	2547
698	5895	2538
699	5903	2530
700	5910	2521
701	5918	2512
702	5926	2503
703	5936	2495
704	5943	2486
705	5950	2478
706	5959	2469
707	5967	2461
708	5975	2452
709	5983	2443
710	5991	2435
711	5998	2426
712	6007	2418
713	6013	2408
714	6021	2400
715	6027	2390
716	6034	2381
717	6042	2373
718	6049	2364
719	6056	2355
720	6062	2346
721	6070	2337
722	6077	2328
723	6084	2319
724	6091	2310
725	6097	2301
726	6104	2292
727	6112	2283
728	6119	2275
729	6126	2265
730	6133	2257
731	6141	2248
732	6148	2239
733	6155	2230
734	6162	2221
735	6169	2212
736	6176	2204
737	6183	2195
738	6190	2186
739	6197	2177
740	6204	2168
741	6212	2160
742	6219	2151
743	6226	2142
744	6232	2133
745	6239	2124
746	6246	2115
747	6254	2107
748	6263	2098
749	6271	2090
750	6278	2081
751	6286	2073
752	6292	2064
753	6300	2055
754	6308	2047
755	6315	2038
756	6322	2029
757	6328	2020
758	6335	2011
759	6342	2002
760	6349	1994
761	6356	1985
762	6363	1976
763	6370	1967
764	6377	1959
765	6384	1950
766	6391	1941
767	6398	1932
768	6405	1924
769	6411	1915
770	6418	1906
771	6426	1897
772	6433	1889
773	6439	1880
774	6446	1871
775	6453	1862
776	6460	1854
777	6467	1845
778	6475	1837
779	6482	1828
780	6489	1819
781	6496	1811
782	6503	1802
783	6510	1793
784	6517	1785
785	6524	1776
786	6531	1767
787	6537	1758
788	6544	1750
789	6552	1741
790	6559	1733
791	6566	1724
792	6572	1715
793	6580	1707
794	6587	1698
795	6594	1690
796	6601	1681
797	6608	1672
798	6615	1664
799	6622	1655
800	6630	1647
801	6637	1638
802	6644	1630
803	6651	1621
804	6659	1613
805	6666	1604
806	6673	1596
807	6680	1587
808	6689	1579
809	6696	1570
810	6703	1562
811	6710	1553
812	6717	1545
813	6724	1536
814	6731	1528
815	6739	1519
816	6746	1511
817	6753	1502
818	6761	1494
819	6767	1485
820	6774	1477
821	6781	1468
822	6788	1460
823	6796	1451
824	6803	1443
825	6809	1434
826	6817	1426
827	6824	1417
828	6831	1409
829	6839	1400
830	6846	1392
831	6853	1383
832	6859	1375
833	6867	1366
834	6874	1358
835	6882	1350
836	6889	1341
837	6897	1333
838	6903	1324
839	6911	1316
840	6919	1308
841	6926	1299
842	6933	1291
843	6939	1282
844	6946	1274
845	6953	1265
846	6961	1257
847	6968	1249
848	6975	1240
849	6983	1232
850	6991	1224
851	6999	1215
852	7008	1207
853	7016	1199
854	7024	1191
855	7033	1183
856	7042	1175
857	7049	1166
858	7058	1158
859	7066	1150
860	7074	1142
861	7083	1134
862	7092	1125
863	7099	1117
864	7108	1109
865	7115	1101
866	7122	1092
867	7129	1084
868	7136	1075
869	7143	1067
870	7150	1059
871	7157	1050
872	7164	1042
873	7171	1033
874	7178	1025
875	7186	1017
876	7194	1008
877	7201	1000
878	7209	992
879	7216	984
880	7223	975
881	7231	967
882	7238	959
883	7246	950
884	7253	942
885	7260	934
886	7268	925
887	7275	917
888	7281	909
889	7289	900
890	7296	892
891	7303	884
892	7310	875
893	7317	867
894	7325	859
895	7332	851
896	7338	842
897	7345	834
898	7351	825
899	7358	817
900	7365	809
901	7372	801
902	7379	792
903	7386	784
904	7393	776
905	7399	767
906	7406	759
907	7414	751
908	7420	742
909	7427	734
910	7435	726
911	7443	718
912	7451	710
913	7457	701
914	7464	693
915	7471	685
916	7478	676
917	7485	668
918	7492	660
919	7499	652
920	7506	643
921	7514	635
922	7521	627
923	7528	619
924	7535	610
925	7542	602
926	7550	594
927	7556	586
928	7563	578
929	7570	569
930	7576	561
931	7583	553
932	7591	545
933	7598	536
934	7605	528
935	7612	520
936	7620	512
937	7628	504
938	7636	496
939	7643	487
940	7651	479
941	7658	471
942	7665	463
943	7673	455
944	7679	446
945	7687	438
946	7694	430
947	7701	422
948	7709	414
949	7715	406
950	7722	397
951	7730	389
952	7737	381
953	7743	373
954	7751	365
955	7758	357
